,humanGEMID,abbreviation,description,formula,subsystem,ecnumber,keggId,keggorthology,cog,seed,metanetx,MetaboliteMatch,Id
5501,HMR_5856,r1941,"""Y+Lat2 Utilized Transport""","""citr_L[c] + na1[e] + trp_L[e] -> citr_L[e] + na1[c] + trp_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105852,0,bio/HMR_5856
5502,HMR_5857,r1942,"""Y+Lat2 Utilized Transport""","""lys_L[c] + na1[e] + phe_L[e] -> lys_L[e] + na1[c] + phe_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105853,0,bio/HMR_5857
5503,HMR_5858,r1943,"""Y+Lat2 Utilized Transport""","""arg_L[c] + na1[e] + phe_L[e] -> arg_L[e] + na1[c] + phe_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105854,0,bio/HMR_5858
5504,HMR_5859,r1944,"""Y+Lat2 Utilized Transport""","""na1[e] + orn[c] + phe_L[e] -> na1[c] + orn[e] + phe_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105855,0,bio/HMR_5859
5505,HMR_5860,r1945,"""Y+Lat2 Utilized Transport""","""his_L[c] + na1[e] + phe_L[e] -> his_L[e] + na1[c] + phe_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105856,0,bio/HMR_5860
5506,HMR_5861,r1946,"""Y+Lat2 Utilized Transport""","""citr_L[c] + na1[e] + phe_L[e] -> citr_L[e] + na1[c] + phe_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105857,0,bio/HMR_5861
5507,HMR_5862,r1947,"""Y+Lat2 Utilized Transport""","""lys_L[c] + na1[e] + tyr_L[e] -> lys_L[e] + na1[c] + tyr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105858,0,bio/HMR_5862
5508,HMR_5863,r1948,"""Y+Lat2 Utilized Transport""","""arg_L[c] + na1[e] + tyr_L[e] -> arg_L[e] + na1[c] + tyr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105859,0,bio/HMR_5863
5509,HMR_5864,r1949,"""Y+Lat2 Utilized Transport""","""na1[e] + orn[c] + tyr_L[e] -> na1[c] + orn[e] + tyr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105860,0,bio/HMR_5864
5510,HMR_5865,r1950,"""Y+Lat2 Utilized Transport""","""his_L[c] + na1[e] + tyr_L[e] -> his_L[e] + na1[c] + tyr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105861,0,bio/HMR_5865
5511,HMR_5866,r1951,"""Y+Lat2 Utilized Transport""","""citr_L[c] + na1[e] + tyr_L[e] -> citr_L[e] + na1[c] + tyr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105862,0,bio/HMR_5866
5512,HMR_5867,r1952,"""Y+Lat2 Utilized Transport""","""cys_L[e] + lys_L[c] + na1[e] -> cys_L[c] + lys_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105863,0,bio/HMR_5867
5513,HMR_5868,r1953,"""Y+Lat2 Utilized Transport""","""arg_L[c] + cys_L[e] + na1[e] -> arg_L[e] + cys_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105864,0,bio/HMR_5868
5514,HMR_5869,r1954,"""Y+Lat2 Utilized Transport""","""cys_L[e] + na1[e] + orn[c] -> cys_L[c] + na1[c] + orn[e] """,transport_extracellular,"""nan""",,,,,MNXR105865,0,bio/HMR_5869
5515,HMR_5870,r1955,"""Y+Lat2 Utilized Transport""","""cys_L[e] + his_L[c] + na1[e] -> cys_L[c] + his_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105866,0,bio/HMR_5870
5516,HMR_5871,r1956,"""Y+Lat2 Utilized Transport""","""citr_L[c] + cys_L[e] + na1[e] -> citr_L[e] + cys_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105867,0,bio/HMR_5871
5517,HMR_5872,r1957,"""Y+Lat2 Utilized Transport""","""leu_L[e] + lys_L[c] + na1[e] -> leu_L[c] + lys_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105868,0,bio/HMR_5872
5518,HMR_5873,r1958,"""Y+Lat2 Utilized Transport""","""arg_L[c] + leu_L[e] + na1[e] -> arg_L[e] + leu_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105869,0,bio/HMR_5873
5519,HMR_5874,r1959,"""Y+Lat2 Utilized Transport""","""leu_L[e] + na1[e] + orn[c] -> leu_L[c] + na1[c] + orn[e] """,transport_extracellular,"""nan""",,,,,MNXR105870,0,bio/HMR_5874
5520,HMR_5875,r1960,"""Y+Lat2 Utilized Transport""","""his_L[c] + leu_L[e] + na1[e] -> his_L[e] + leu_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105871,0,bio/HMR_5875
5521,HMR_5876,r1961,"""Y+Lat2 Utilized Transport""","""citr_L[c] + leu_L[e] + na1[e] -> citr_L[e] + leu_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105872,0,bio/HMR_5876
5522,HMR_5877,r1962,"""Y+Lat2 Utilized Transport""","""lys_L[c] + na1[e] + pro_L[e] -> lys_L[e] + na1[c] + pro_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105873,0,bio/HMR_5877
5523,HMR_5878,r1963,"""Y+Lat2 Utilized Transport""","""arg_L[c] + na1[e] + pro_L[e] -> arg_L[e] + na1[c] + pro_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105874,0,bio/HMR_5878
5524,HMR_5879,r1964,"""Y+Lat2 Utilized Transport""","""na1[e] + orn[c] + pro_L[e] -> na1[c] + orn[e] + pro_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105875,0,bio/HMR_5879
5525,HMR_5880,r1965,"""Y+Lat2 Utilized Transport""","""his_L[c] + na1[e] + pro_L[e] -> his_L[e] + na1[c] + pro_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105876,0,bio/HMR_5880
5526,HMR_5881,r1966,"""Y+Lat2 Utilized Transport""","""citr_L[c] + na1[e] + pro_L[e] -> citr_L[e] + na1[c] + pro_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105877,0,bio/HMR_5881
5527,HMR_5882,r1967,"""Y+Lat2 Utilized Transport""","""asn_L[e] + lys_L[c] + na1[e] -> asn_L[c] + lys_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105878,0,bio/HMR_5882
5528,HMR_5883,r1968,"""Y+Lat2 Utilized Transport""","""arg_L[c] + asn_L[e] + na1[e] -> arg_L[e] + asn_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105879,0,bio/HMR_5883
5529,HMR_5884,r1969,"""Y+Lat2 Utilized Transport""","""asn_L[e] + na1[e] + orn[c] -> asn_L[c] + na1[c] + orn[e] """,transport_extracellular,"""nan""",,,,,MNXR105880,0,bio/HMR_5884
5530,HMR_5885,r1970,"""Y+Lat2 Utilized Transport""","""asn_L[e] + his_L[c] + na1[e] -> asn_L[c] + his_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105881,0,bio/HMR_5885
5531,HMR_5886,r1971,"""Y+Lat2 Utilized Transport""","""asn_L[e] + citr_L[c] + na1[e] -> asn_L[c] + citr_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105882,0,bio/HMR_5886
5532,HMR_5887,r1972,"""Y+Lat2 Utilized Transport""","""lys_L[c] + na1[e] + val_L[e] -> lys_L[e] + na1[c] + val_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105883,0,bio/HMR_5887
5533,HMR_5888,r1973,"""Y+Lat2 Utilized Transport""","""arg_L[c] + na1[e] + val_L[e] -> arg_L[e] + na1[c] + val_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105884,0,bio/HMR_5888
5534,HMR_5889,r1974,"""Y+Lat2 Utilized Transport""","""na1[e] + orn[c] + val_L[e] -> na1[c] + orn[e] + val_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105885,0,bio/HMR_5889
5535,HMR_5890,r1975,"""Y+Lat2 Utilized Transport""","""his_L[c] + na1[e] + val_L[e] -> his_L[e] + na1[c] + val_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105886,0,bio/HMR_5890
5536,HMR_5891,r1976,"""Y+Lat2 Utilized Transport""","""citr_L[c] + na1[e] + val_L[e] -> citr_L[e] + na1[c] + val_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105887,0,bio/HMR_5891
5537,HMR_5892,r1977,"""Y+Lat2 Utilized Transport""","""lys_L[c] + na1[e] + thr_L[e] -> lys_L[e] + na1[c] + thr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105888,0,bio/HMR_5892
5538,HMR_5893,r1978,"""Y+Lat2 Utilized Transport""","""arg_L[c] + na1[e] + thr_L[e] -> arg_L[e] + na1[c] + thr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105889,0,bio/HMR_5893
5539,HMR_5894,r1979,"""Y+Lat2 Utilized Transport""","""na1[e] + orn[c] + thr_L[e] -> na1[c] + orn[e] + thr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105890,0,bio/HMR_5894
5540,HMR_5895,r1980,"""Y+Lat2 Utilized Transport""","""his_L[c] + na1[e] + thr_L[e] -> his_L[e] + na1[c] + thr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105891,0,bio/HMR_5895
5541,HMR_5896,r1981,"""Y+Lat2 Utilized Transport""","""citr_L[c] + na1[e] + thr_L[e] -> citr_L[e] + na1[c] + thr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105892,0,bio/HMR_5896
5542,HMR_5897,r1982,"""Y+Lat2 Utilized Transport""","""hom_L[e] + lys_L[c] + na1[e] -> hom_L[c] + lys_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105893,0,bio/HMR_5897
5543,HMR_5898,r1983,"""Y+Lat2 Utilized Transport""","""arg_L[c] + hom_L[e] + na1[e] -> arg_L[e] + hom_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105894,0,bio/HMR_5898
5544,HMR_5899,r1984,"""Y+Lat2 Utilized Transport""","""hom_L[e] + na1[e] + orn[c] -> hom_L[c] + na1[c] + orn[e] """,transport_extracellular,"""nan""",,,,,MNXR105895,0,bio/HMR_5899
5545,HMR_5900,r1985,"""Y+Lat2 Utilized Transport""","""his_L[c] + hom_L[e] + na1[e] -> his_L[e] + hom_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105896,0,bio/HMR_5900
5546,HMR_5901,r1986,"""Y+Lat2 Utilized Transport""","""citr_L[c] + hom_L[e] + na1[e] -> citr_L[e] + hom_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105897,0,bio/HMR_5901
5547,HMR_5902,r1987,"""Y+Lat2 Utilized Transport""","""ile_L[e] + lys_L[c] + na1[e] -> ile_L[c] + lys_L[e] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105898,0,bio/HMR_5902
5548,HMR_5903,r1988,"""Y+Lat2 Utilized Transport""","""arg_L[c] + ile_L[e] + na1[e] -> arg_L[e] + ile_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105899,0,bio/HMR_5903
5549,HMR_5904,r1989,"""Y+Lat2 Utilized Transport""","""ile_L[e] + na1[e] + orn[c] -> ile_L[c] + na1[c] + orn[e] """,transport_extracellular,"""nan""",,,,,MNXR105900,0,bio/HMR_5904
5550,HMR_5905,r1990,"""Y+Lat2 Utilized Transport""","""his_L[c] + ile_L[e] + na1[e] -> his_L[e] + ile_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105901,0,bio/HMR_5905
5551,HMR_5906,r1991,"""Y+Lat2 Utilized Transport""","""citr_L[c] + ile_L[e] + na1[e] -> citr_L[e] + ile_L[c] + na1[c] """,transport_extracellular,"""nan""",,,,,MNXR105902,0,bio/HMR_5906
5552,HMR_5907,r1992,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""gly[c] + lys_L[e] -> gly[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105903,0,bio/HMR_5907
5553,HMR_5908,r1993,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""ala_L[c] + lys_L[e] -> ala_L[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105904,0,bio/HMR_5908
5554,HMR_5909,r1994,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""gln_L[c] + lys_L[e] -> gln_L[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105905,0,bio/HMR_5909
5555,HMR_5910,r1995,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + ser_L[c] -> lys_L[c] + ser_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105906,0,bio/HMR_5910
5556,HMR_5911,r1996,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + met_L[c] -> lys_L[c] + met_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105907,0,bio/HMR_5911
5557,HMR_5912,r1997,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + trp_L[c] -> lys_L[c] + trp_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105908,0,bio/HMR_5912
5558,HMR_5913,r1998,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + phe_L[c] -> lys_L[c] + phe_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105909,0,bio/HMR_5913
5559,HMR_5914,r1999,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + tyr_L[c] -> lys_L[c] + tyr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105910,0,bio/HMR_5914
5560,HMR_5915,r2000,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""cys_L[c] + lys_L[e] -> cys_L[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105911,0,bio/HMR_5915
5561,HMR_5916,r2001,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""leu_L[c] + lys_L[e] -> leu_L[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105912,0,bio/HMR_5916
5562,HMR_5917,r2002,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + pro_L[c] -> lys_L[c] + pro_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105913,0,bio/HMR_5917
5563,HMR_5918,r2003,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""asn_L[c] + lys_L[e] -> asn_L[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105914,0,bio/HMR_5918
5564,HMR_5919,r2004,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + val_L[c] -> lys_L[c] + val_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105915,0,bio/HMR_5919
5565,HMR_5920,r2005,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""lys_L[e] + thr_L[c] -> lys_L[c] + thr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105916,0,bio/HMR_5920
5566,HMR_5921,r2006,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""hom_L[c] + lys_L[e] -> hom_L[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105917,0,bio/HMR_5921
5567,HMR_5922,r2007,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""ile_L[c] + lys_L[e] -> ile_L[e] + lys_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105918,0,bio/HMR_5922
5568,HMR_5923,r2008,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + gly[c] -> arg_L[c] + gly[e] """,transport_extracellular,"""nan""",,,,,MNXR105919,0,bio/HMR_5923
5569,HMR_5924,r2009,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""ala_L[c] + arg_L[e] -> ala_L[e] + arg_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105920,0,bio/HMR_5924
5570,HMR_5925,r2010,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + gln_L[c] -> arg_L[c] + gln_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105921,0,bio/HMR_5925
5571,HMR_5926,r2011,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + ser_L[c] -> arg_L[c] + ser_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105922,0,bio/HMR_5926
5572,HMR_5927,r2012,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + met_L[c] -> arg_L[c] + met_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105923,0,bio/HMR_5927
5573,HMR_5928,r2013,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + trp_L[c] -> arg_L[c] + trp_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105924,0,bio/HMR_5928
5574,HMR_5929,r2014,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + phe_L[c] -> arg_L[c] + phe_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105925,0,bio/HMR_5929
5575,HMR_5930,r2015,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + tyr_L[c] -> arg_L[c] + tyr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105926,0,bio/HMR_5930
5576,HMR_5931,r2016,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + cys_L[c] -> arg_L[c] + cys_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105927,0,bio/HMR_5931
5577,HMR_5932,r2017,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + leu_L[c] -> arg_L[c] + leu_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105928,0,bio/HMR_5932
5578,HMR_5933,r2018,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + pro_L[c] -> arg_L[c] + pro_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105929,0,bio/HMR_5933
5579,HMR_5934,r2019,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + asn_L[c] -> arg_L[c] + asn_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105930,0,bio/HMR_5934
5580,HMR_5935,r2020,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + val_L[c] -> arg_L[c] + val_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105931,0,bio/HMR_5935
5581,HMR_5936,r2021,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + thr_L[c] -> arg_L[c] + thr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105932,0,bio/HMR_5936
5582,HMR_5937,r2022,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + hom_L[c] -> arg_L[c] + hom_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105933,0,bio/HMR_5937
5583,HMR_5938,r2023,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""arg_L[e] + ile_L[c] -> arg_L[c] + ile_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105934,0,bio/HMR_5938
5584,HMR_5939,r2024,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""gly[c] + orn[e] -> gly[e] + orn[c] """,transport_extracellular,"""nan""",,,,,MNXR105935,0,bio/HMR_5939
5585,HMR_5941,r2026,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""gln_L[c] + orn[e] -> gln_L[e] + orn[c] """,transport_extracellular,"""nan""",,,,,MNXR105936,0,bio/HMR_5941
5586,HMR_5942,r2027,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""orn[e] + ser_L[c] -> orn[c] + ser_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105937,0,bio/HMR_5942
5587,HMR_5943,r2028,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""met_L[c] + orn[e] -> met_L[e] + orn[c] """,transport_extracellular,"""nan""",,,,,MNXR105938,0,bio/HMR_5943
5588,HMR_5944,r2029,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""orn[e] + trp_L[c] -> orn[c] + trp_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105939,0,bio/HMR_5944
5589,HMR_5945,r2030,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""orn[e] + phe_L[c] -> orn[c] + phe_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105940,0,bio/HMR_5945
5590,HMR_5946,r2031,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""orn[e] + tyr_L[c] -> orn[c] + tyr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105941,0,bio/HMR_5946
5591,HMR_5947,r2032,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""cys_L[c] + orn[e] -> cys_L[e] + orn[c] """,transport_extracellular,"""nan""",,,,,MNXR105942,0,bio/HMR_5947
5592,HMR_5949,r2034,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""orn[e] + pro_L[c] -> orn[c] + pro_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105943,0,bio/HMR_5949
5593,HMR_5950,r2035,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""asn_L[c] + orn[e] -> asn_L[e] + orn[c] """,transport_extracellular,"""nan""",,,,,MNXR105944,0,bio/HMR_5950
5594,HMR_5951,r2036,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""orn[e] + val_L[c] -> orn[c] + val_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105945,0,bio/HMR_5951
5595,HMR_5952,r2037,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""orn[e] + thr_L[c] -> orn[c] + thr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105946,0,bio/HMR_5952
5596,HMR_5953,r2038,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""hom_L[c] + orn[e] -> hom_L[e] + orn[c] """,transport_extracellular,"""nan""",,,,,MNXR105947,0,bio/HMR_5953
5597,HMR_5954,r2039,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""ile_L[c] + orn[e] -> ile_L[e] + orn[c] """,transport_extracellular,"""nan""",,,,,MNXR105948,0,bio/HMR_5954
5598,HMR_5955,r2040,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""gly[c] + his_L[e] -> gly[e] + his_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105949,0,bio/HMR_5955
5599,HMR_5956,r2041,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""ala_L[c] + his_L[e] -> ala_L[e] + his_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105950,0,bio/HMR_5956
5600,HMR_5957,r2042,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""gln_L[c] + his_L[e] -> gln_L[e] + his_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105951,0,bio/HMR_5957
5601,HMR_5958,r2043,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + ser_L[c] -> his_L[c] + ser_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105952,0,bio/HMR_5958
5602,HMR_5959,r2044,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + met_L[c] -> his_L[c] + met_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105953,0,bio/HMR_5959
5603,HMR_5960,r2045,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + trp_L[c] -> his_L[c] + trp_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105954,0,bio/HMR_5960
5604,HMR_5961,r2046,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + phe_L[c] -> his_L[c] + phe_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105955,0,bio/HMR_5961
5605,HMR_5962,r2047,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + tyr_L[c] -> his_L[c] + tyr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105956,0,bio/HMR_5962
5606,HMR_5963,r2048,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""cys_L[c] + his_L[e] -> cys_L[e] + his_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105957,0,bio/HMR_5963
5607,HMR_5964,r2049,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + leu_L[c] -> his_L[c] + leu_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105958,0,bio/HMR_5964
5608,HMR_5965,r2050,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + pro_L[c] -> his_L[c] + pro_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105959,0,bio/HMR_5965
5609,HMR_5966,r2051,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""asn_L[c] + his_L[e] -> asn_L[e] + his_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105960,0,bio/HMR_5966
5610,HMR_5967,r2052,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + val_L[c] -> his_L[c] + val_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105961,0,bio/HMR_5967
5611,HMR_5968,r2053,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + thr_L[c] -> his_L[c] + thr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105962,0,bio/HMR_5968
5612,HMR_5969,r2054,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + hom_L[c] -> his_L[c] + hom_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105963,0,bio/HMR_5969
5613,HMR_5970,r2055,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""his_L[e] + ile_L[c] -> his_L[c] + ile_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105964,0,bio/HMR_5970
5614,HMR_5971,r2056,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + gly[c] -> citr_L[c] + gly[e] """,transport_extracellular,"""nan""",,,,,MNXR105965,0,bio/HMR_5971
5615,HMR_5972,r2057,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""ala_L[c] + citr_L[e] -> ala_L[e] + citr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105966,0,bio/HMR_5972
