Id,Abbreviation,Name,Charged_Formula,Charge,Average_Molecular_Weight,Monoisotopic_Weight,ChEMBL,KEGGID,PubChemID,ChebiID,HMDB,PDMapName,Reconmap,ReconMap3,FoodDB,ChemSpider,BioCyc,BiggID,Wikipedia,DrugBank,Seed,MetaNetX,KNApSAck,METLIN,CAS_REGISTRY,epa_ID,InCHIKey,InCHIString,SMILES
bio/C15H31N6O5,ileserarg,"""Isolecyl-Seryl-Arginine""",C15H31N6O5,1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,JHNJNTMTZHEDLJ-GYIHNLGQSA-O,"InChI=1S/C15H30N6O5/c1-3-8(2)11(16)13(24)21-10(7-22)12(23)20-9(14(25)26)5-4-6-19-15(17)18/h8-11,22H,3-7,16H2,1-2H3,(H,20,23)(H,21,24)(H,25,26)(H4,17,18,19)/p+1/t8?,9-,10+,11-/m0/s1",[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H]
bio/C26H32N4O5,iletrptyr,"""Isolecyl-Tryptophanyl-Tyrosine""",C26H32N4O5,0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,MITYXXNZSZLHGG-HCZSUOBMSA-N,"InChI=1S/C26H32N4O5/c1-3-15(2)23(27)25(33)29-21(13-17-14-28-20-7-5-4-6-19(17)20)24(32)30-22(26(34)35)12-16-8-10-18(31)11-9-16/h4-11,14-15,21-23,28,31H,3,12-13,27H2,1-2H3,(H,29,33)(H,30,32)(H,34,35)/t15?,21-,22+,23+/m0/s1",[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]
bio/CHEMBL784,im4ac,"""Imidazoleacetic acid""",C5H5N2O2,-1,126.1133,126.0429274,CHEMBL784,C02835,96215.0,16974.0,HMDB0002024,,im4ac,im4ac,FDB012464,86856.0,4-IMIDAZOLEACETATE,im4ac,,,cpd01831,MNXM1330,,6445.0,645-65-8,DTXSID50214751,PRJKNHOMHKJCEJ-UHFFFAOYSA-M,"InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)/p-1",[H]N1C([H])=NC(=C1[H])C([H])([H])C([O-])=O
bio/C5H6N2O,im4act,"""Imidazole-4-acetaldehyde""",C5H6N2O,0,110.1139,110.04801280000001,0,C05130,150841.0,27398.0,HMDB0003905,,im4act,im4act,FDB023247,132948.0,,im4act,,,cpd03052,MNXM1745,,,645-14-7,DTXSID60214747,MQSRGWNVEZRLDK-UHFFFAOYSA-N,"InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)",[H]N1C([H])=NC(=C1[H])C([H])([H])C([H])=O
bio/CHEMBL1207374,imp,"""Inosinic acid""",C10H11N4O8P,-2,348.20599999999996,348.0470999,CHEMBL1207374,C00130,8582.0,17202.0,HMDB0000175,,imp,imp,FDB021901,8264.0,IMP,imp,Inosinic acid,,cpd00114,MNXM125,C00007224,5196.0,131-99-7,DTXSID4044294,GRSZFWQUAKGDAV-KQYNXXCUSA-L,"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N([H])C2=O
bio/CHEMBL82411,ind3ac,"""Indoleacetic acid""",C10H8NO2,-1,175.18400000000003,175.06332849999998,CHEMBL82411,C00954,802.0,16411.0,HMDB0000197,,ind3ac,ind3ac,FDB000933,780.0,,ind3ac,Indoleacetic acid,DB07950,cpd00703,MNXM383,C00000100,5211.0,87-51-4,DTXSID5020738,SEOVTRFCIGRIMH-UHFFFAOYSA-M,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1",[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([O-])=O
bio/C8H5NO2,ind56qn,"""Indole-5,6-Quinone""",C8H5NO2,0,147.1329956,147.0320284,0,,,,,,,ind56qn,,,,,,,,,,,582-59-2,DTXSID90331517,IGGVVGHJSQSLFO-UHFFFAOYSA-N,"InChI=1S/C8H5NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h1-4,9H",[H]N1C([H])=C([H])C2=C([H])C(=O)C(=O)C([H])=C12
bio/CHEMBL15844,indole,"""Indole""",C8H7N,0,117.1479,117.0578492,CHEMBL15844,C00463,798.0,16881.0,HMDB0000738,,,,FDB012008,776.0,INDOLE,indole,Indole,,cpd00359,MNXM377,C00001418,286.0,120-72-9,DTXSID5021910,SIKJAQJRHWYJAI-UHFFFAOYSA-N,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",[H]N1C([H])=C([H])C2=C1C([H])=C([H])C([H])=C2[H]
bio/C8H6NO,indoxyl,"""Indoxyl""",C8H6NO,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,PCKPVGOLPKLUHR-UHFFFAOYSA-M,"InChI=1S/C8H7NO/c10-8-5-9-7-4-2-1-3-6(7)8/h1-5,9-10H/p-1",[H]N1C([H])=C([O-])C2=C([H])C([H])=C([H])C([H])=C12
bio/C8H6NO4S,inds,"""Indoxyl Sulfate""",C8H6NO4S,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,BXFFHSIDQOFMLE-UHFFFAOYSA-M,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)/p-1",[H]N1C([H])=C(OS([O-])(=O)=O)C2=C([H])C([H])=C([H])C([H])=C12
bio/CHEMBL1222251,inost,"""myo-Inositol""",C6H12O6,0,180.1559,180.0633881,CHEMBL1222251,C00137,892.0,17268.0,HMDB0000211,,inost,inost,FDB010547,10239179.0,MYO-INOSITOL,inost,MI,,cpd00121,MNXM127,C00001164,5221.0,87-89-8,DTXSID7023146,CDAISMWEOUEBRE-GPIVLXJGSA-N,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]
bio/CHEMBL1556,ins,"""Inosine""",C10H12N4O5,0,268.2261,268.0807695,CHEMBL1556,C00294,6021.0,17596.0,HMDB0000195,,ins,ins,FDB011802,5799.0,INOSINE,ins,Inosine,DB04335,cpd00246,MNXM334,C00019692,84.0,58-63-9,DTXSID2045993,UGQMRVRMYYASKQ-KQYNXXCUSA-N,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",[H]OC1=C2N=C([H])N(C2=NC([H])=N1)[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
bio/CHEMBL1201225,iodine,"""Iodine""",I2,0,253.8089,253.80893680000003,CHEMBL1201225,C01382,807.0,17606.0,HMDB0000675,,iodine,iodine,FDB003635,785.0,IODINE-MOLECULE,iodine,Iodine,,,MNXM945,,,7553-56-2,DTXSID7034672,PNDPGZBMCMUPRI-UHFFFAOYSA-N,InChI=1S/I2/c1-2,II
bio/CHEMBL356362,ipdp,"""Isopentenyl pyrophosphate""",C5H9O7P2,-3,246.0921,246.0058258,CHEMBL356362,C00129,1195.0,16584.0,HMDB0001347,,ipdp,ipdp,FDB022569,1158.0,,ipdp,Isopentenyl pyrophosphate,,cpd00113,MNXM83,C00000848,6181.0,358-71-4,,NUHSROFQTUXZQQ-UHFFFAOYSA-K,"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)/p-3",[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])OP([O-])(=O)OP([O-])([O-])=O
bio/CHEMBL3342076,isochol,"""Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid""",C24H39O5,-1,0.0,0.0,CHEMBL3342076,C17660,164673.0,,HMDB0000361,,,,,144359.0,,,,,,,,5350.0,566-24-5,,,,
bio/C24H37O7,isolvstacid,"""3'-Hydroxy-Iso-Delta-4',5'-Hydroxy Lovastatin (Acid Form)""",C24H37O7,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
bio/CHEMBL66675,isomal,"""Isomaltose""",C12H22O11,0,342.2965,342.1162115,CHEMBL66675,C00252,439193.0,28189.0,HMDB0002923,,,isomal,FDB001220,388333.0,CPD-1243,isomal,Isomaltose,,cpd00217,MNXM58018,C00018660,412.0,499-40-1,,DLRVVLDZNNYCBX-RTPHMHGBSA-N,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1",
bio/C26H35N7O19P3S,itaccoa,"""Itaconyl-CoA""",C26H35N7O19P3S,-5,879.618,879.1312524,0,C00531,439254.0,15528.0,HMDB0003377,,itaccoa,itaccoa,FDB023158,388390.0,3-METHYLPHENYLITACONYL-COA,itaccoa,,,cpd00416,MNXM1671,,,6008-93-1,,NFVGYLGSSJPRKW-CITAKDKDSA-I,"InChI=1S/C26H40N7O19P3S/c1-13(25(39)40)8-16(35)56-7-6-28-15(34)4-5-29-23(38)20(37)26(2,3)10-49-55(46,47)52-54(44,45)48-9-14-19(51-53(41,42)43)18(36)24(50-14)33-12-32-17-21(27)30-11-31-22(17)33/h11-12,14,18-20,24,36-37H,1,4-10H2,2-3H3,(H,28,34)(H,29,38)(H,39,40)(H,44,45)(H,46,47)(H2,27,30,31)(H2,41,42,43)/p-5/t14-,18-,19-,20+,24-/m1/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=C([H])[H])C([O-])=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
bio/CHEMBL359159,itacon,"""Itaconic acid""",C5H4O4,-2,130.0987,130.0266087,CHEMBL359159,C00490,811.0,30838.0,HMDB0002092,,itacon,itacon,FDB012645,789.0,ITACONATE,itacon,Itaconic acid,,cpd00380,MNXM1747,C00033964,6483.0,97-65-4,DTXSID2026608,LVHBHZANLOWSRM-UHFFFAOYSA-L,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)/p-2",[H]C([H])=C(C([O-])=O)C([H])([H])C([O-])=O
bio/CHEMBL1233686,itp,"""Inosine triphosphate""",C10H11N4O14P3,-4,508.1658,507.9797607,CHEMBL1233686,C00081,8583.0,16039.0,HMDB0000189,,itp,itp,FDB021902,8265.0,ITP,itp,ITP,,cpd00068,MNXM423,,5204.0,132-06-9,DTXSID8074499,HAEJPQIATWHALX-KQYNXXCUSA-J,"InChI=1S/C10H15N4O14P3/c15-6-4(1-25-30(21,22)28-31(23,24)27-29(18,19)20)26-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,23,24)(H,11,12,17)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1",[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N([H])C2=O
bio/C26H40N7O17P3S,ivcoa,"""Isovaleryl-CoA""",C26H40N7O17P3S,-4,851.6510000000001,851.1727232000001,0,C02939,439855.0,15487.0,HMDB0001113,,ivcoa,ivcoa,FDB022430,388897.0,ISOVALERYL-COA,ivcoa,Isovaleryl-coenzyme A,,cpd01882,MNXM471,,451.0,6244-91-3,,UYVZIWWBJMYRCD-VZEICDQOSA-J,"InChI=1S/C26H44N7O17P3S/c1-14(2)9-17(35)54-8-7-28-16(34)5-6-29-24(38)21(37)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-20(49-51(39,40)41)19(36)25(48-15)33-13-32-18-22(27)30-12-31-23(18)33/h12-15,19-21,25,36-37H,5-11H2,1-4H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/p-4/t15-,19-,20-,21+,25-/m0/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
bio/C12H23NO4,ivcrn,"""Isovaleryl Carnitine""",C12H23NO4,0,0.0,0.0,0,,6426851.0,73025.0,HMDB0000688,,ivcrn,ivcrn,FDB022183,4932271.0,,ivcrn,,,,MNXM105848,,5657.0,,,IGQBPDJNUXPEMT-UHFFFAOYSA-N,"InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3",[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
bio/K,k,"""Potassium""",K,1,39.0983,38.96370686,0,C00238,,26216.0,HMDB0000586,K+,k,k,FDB003521,,K%2b,k,Potassium,,cpd00205,MNXM95,,3197.0,,DTXSID9049748,NPYPAHLBTDXSSS-UHFFFAOYSA-N,InChI=1S/K/q+1,[K+]
bio/C9H15O9,kdn,"""3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid""",C9H15O9,-1,268.2179,268.0794321,0,,22833524.0,,HMDB0000425,,kdn,kdn,FDB022038,17215951.0,,kdn,KDN,,,MNXM9849,,5414.0,22594-61-2,,FQHUAUMYHAJTDH-IMSDGWMTSA-M,"InChI=1S/C9H16O9/c10-2-5(13)7(15)8(16)6(14)3(11)1-4(12)9(17)18/h3,5-8,10-11,13-16H,1-2H2,(H,17,18)/p-1/t3-,5-,6+,7+,8+/m0/s1",[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C(=O)C([O-])=O
bio/C9H14O12P,kdnp,"""2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid 9-Phosphate""",C9H14O12P,-3,0.0,0.0,0,,,,,,kdnp,kdnp,,,,kdnp,,,,MNXM9850,,,,,ONDNEVXIOCSZAT-IMSDGWMTSA-K,"InChI=1S/C9H17O12P/c10-3(1-4(11)9(16)17)6(13)8(15)7(14)5(12)2-21-22(18,19)20/h3,5-8,10,12-15H,1-2H2,(H,16,17)(H2,18,19,20)/p-3/t3-,5-,6+,7+,8+/m0/s1",[H]O[C@@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C(=O)C([O-])=O
bio/C247H393N17O213S12X,ksi,"""Keratan""",C247H393N17O213S12X,-13,1052.935,1052.1073,0,C00573,446715.0,,HMDB0001165,,ksi,ksi,FDB022459,394000.0,KERATAN,ksi,keratan sulfate,,,MNXM6303,,,69992-87-6,,KXCLCNHUUKTANI-RBIYJLQWSA-N,"InChI=1S/C28H48N2O32S4/c1-8(31)29-15-11(33)3-10(4-52-63(40,41)42)56-26(15)62-24-18(35)13(6-54-65(46,47)48)58-28(21(24)38)60-22-14(7-55-66(49,50)51)59-27(16(19(22)36)30-9(2)32)61-23-17(34)12(5-53-64(43,44)45)57-25(39)20(23)37/h10-28,33-39H,3-7H2,1-2H3,(H,29,31)(H,30,32)(H,40,41,42)(H,43,44,45)(H,46,47,48)(H,49,50,51)/t10-,11-,12+,13+,14+,15+,16+,17-,18-,19+,20+,21+,22+,23-,24-,25+,26-,27-,28-/m0/s1",[H]OC(=N[C@@]1([H])[C@]([H])(O[C@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(N=C(O[H])C([H])([H])[H])[C@]([H])(O[C@]4([H])[C@@]([H])(O[H])[C@]([H])(O[H])O[C@]([H])(C([H])([H])OS(=O)(=O)O[H])[C@]4([H])O[H])O[C@]3([H])C([H])([H])OS(=O)(=O)O[H])O[C@]([H])(C([H])([H])OS(=O)(=O)O[H])[C@]2([H])O[H])O[C@]([H])(C([H])([H])OS(=O)(=O)O[H])C([H])([H])[C@]1([H])O[H])C([H])([H])[H]
bio/C241H383N17O209S12X,ksi_deg1,"""Keratan Sulfate I, Degradation Product 1""",C241H383N17O209S12X,-13,0.0,0.0,0,,,,,,ksi_deg1,ksi_deg1,,,,ksi_deg1,,,,MNXM8784,,,,,,,
bio/C188H302N13O163S9,ksi_deg10,"""Keratan Sulfate I, Degradation Product 10""",C188H302N13O163S9,-9,0.0,0.0,0,,,,,,ksi_deg10,ksi_deg10,,,,ksi_deg10,,,,MNXM11981,,,,,,,
bio/C180H289N12O158S9,ksi_deg11,"""Keratan Sulfate I, Degradation Product 11""",C180H289N12O158S9,-9,0.0,0.0,0,,,,,,ksi_deg11,ksi_deg11,,,,ksi_deg11,,,,MNXM8785,,,,,,,
bio/C174H279N12O153S9,ksi_deg12,"""Keratan Sulfate I, Degradation Product 12""",C174H279N12O153S9,-9,0.0,0.0,0,,,,,,ksi_deg12,ksi_deg12,,,,ksi_deg12,,,,MNXM8786,,,,,,,
bio/C174H280N12O150S8,ksi_deg13,"""Keratan Sulfate I, Degradation Product 13""",C174H280N12O150S8,-8,0.0,0.0,0,,,,,,ksi_deg13,ksi_deg13,,,,ksi_deg13,,,,MNXM11982,,,,,,,
bio/C166H267N11O145S8,ksi_deg14,"""Keratan Sulfate I, Degradation Product 14""",C166H267N11O145S8,-8,0.0,0.0,0,,,,,,ksi_deg14,ksi_deg14,,,,ksi_deg14,,,,MNXM8787,,,,,,,
bio/C160H257N11O140S8,ksi_deg15,"""Keratan Sulfate I, Degradation Product 15""",C160H257N11O140S8,-8,0.0,0.0,0,,,,,,ksi_deg15,ksi_deg15,,,,ksi_deg15,,,,MNXM8788,,,,,,,
bio/C160H258N11O137S7,ksi_deg16,"""Keratan Sulfate I, Degradation Product 16""",C160H258N11O137S7,-7,0.0,0.0,0,,,,,,ksi_deg16,ksi_deg16,,,,ksi_deg16,,,,MNXM11983,,,,,,,
bio/C152H245N10O132S7,ksi_deg17,"""Keratan Sulfate I, Degradation Product 17""",C152H245N10O132S7,-7,0.0,0.0,0,,,,,,ksi_deg17,ksi_deg17,,,,ksi_deg17,,,,MNXM8789,,,,,,,
bio/C146H235N10O127S7,ksi_deg18,"""Keratan Sulfate I, Degradation Product 18""",C146H235N10O127S7,-7,0.0,0.0,0,,,,,,ksi_deg18,ksi_deg18,,,,ksi_deg18,,,,MNXM8790,,,,,,,
bio/C146H236N10O124S6,ksi_deg19,"""Keratan Sulfate I, Degradation Product 19""",C146H236N10O124S6,-6,0.0,0.0,0,,,,,,ksi_deg19,ksi_deg19,,,,ksi_deg19,,,,MNXM11984,,,,,,,
bio/C241H384N17O210S12,ksi_deg2,"""Keratan Sulfate I, Degradation Product 2""",C241H384N17O210S12,-13,0.0,0.0,0,,,,,,ksi_deg2,ksi_deg2,,,,ksi_deg2,,,,MNXM11985,,,,,,,
bio/C138H223N9O119S6,ksi_deg20,"""Keratan Sulfate I, Degradation Product 20""",C138H223N9O119S6,-6,0.0,0.0,0,,,,,,ksi_deg20,ksi_deg20,,,,ksi_deg20,,,,MNXM8791,,,,,,,
bio/C132H213N9O114S6,ksi_deg21,"""Keratan Sulfate I, Degradation Product 21""",C132H213N9O114S6,-6,0.0,0.0,0,,,,,,ksi_deg21,ksi_deg21,,,,ksi_deg21,,,,MNXM8792,,,,,,,
bio/C132H214N9O111S5,ksi_deg22,"""Keratan Sulfate I, Degradation Product 22""",C132H214N9O111S5,-5,0.0,0.0,0,,,,,,ksi_deg22,ksi_deg22,,,,ksi_deg22,,,,MNXM11986,,,,,,,
bio/C124H201N8O106S5,ksi_deg23,"""Keratan Sulfate I, Degradation Product 23""",C124H201N8O106S5,-5,0.0,0.0,0,,,,,,ksi_deg23,ksi_deg23,,,,ksi_deg23,,,,MNXM8793,,,,,,,
bio/C118H191N8O101S5,ksi_deg24,"""Keratan Sulfate I, Degradation Product 24""",C118H191N8O101S5,-5,0.0,0.0,0,,,,,,ksi_deg24,ksi_deg24,,,,ksi_deg24,,,,MNXM8794,,,,,,,
bio/C118H192N8O98S4,ksi_deg25,"""Keratan Sulfate I, Degradation Product 25""",C118H192N8O98S4,-4,0.0,0.0,0,,,,,,ksi_deg25,ksi_deg25,,,,ksi_deg25,,,,MNXM11987,,,,,,,
bio/C110H179N7O93S4,ksi_deg26,"""Keratan Sulfate I, Degradation Product 26""",C110H179N7O93S4,-4,0.0,0.0,0,,,,,,ksi_deg26,ksi_deg26,,,,ksi_deg26,,,,MNXM8795,,,,,,,
bio/C104H169N7O88S4,ksi_deg27,"""Keratan Sulfate I, Degradation Product 27""",C104H169N7O88S4,-4,0.0,0.0,0,,,,,,ksi_deg27,ksi_deg27,,,,ksi_deg27,,,,MNXM8796,,,,,,,
bio/C104H170N7O85S3,ksi_deg28,"""Keratan Sulfate I, Degradation Product 28""",C104H170N7O85S3,-3,0.0,0.0,0,,,,,,ksi_deg28,ksi_deg28,,,,ksi_deg28,,,,MNXM11988,,,,,,,
bio/C96H157N6O80S3,ksi_deg29,"""Keratan Sulfate I, Degradation Product 29""",C96H157N6O80S3,-3,0.0,0.0,0,,,,,,ksi_deg29,ksi_deg29,,,,ksi_deg29,,,,MNXM8797,,,,,,,
bio/C233H371N16O205S12,ksi_deg3,"""Keratan Sulfate I, Degradation Product 3""",C233H371N16O205S12,-13,0.0,0.0,0,,,,,,ksi_deg3,ksi_deg3,,,,ksi_deg3,,,,MNXM11989,,,,,,,
bio/C90H147N6O75S3,ksi_deg30,"""Keratan Sulfate I, Degradation Product 30""",C90H147N6O75S3,-3,0.0,0.0,0,,,,,,ksi_deg30,ksi_deg30,,,,ksi_deg30,,,,MNXM8798,,,,,,,
bio/C90H148N6O72S2,ksi_deg31,"""Keratan Sulfate I, Degradation Product 31""",C90H148N6O72S2,-2,0.0,0.0,0,,,,,,ksi_deg31,ksi_deg31,,,,ksi_deg31,,,,MNXM11990,,,,,,,
bio/C82H135N5O67S2,ksi_deg32,"""Keratan Sulfate I, Degradation Product 32""",C82H135N5O67S2,-2,0.0,0.0,0,,,,,,ksi_deg32,ksi_deg32,,,,ksi_deg32,,,,MNXM8799,,,,,,,
bio/C76H125N5O62S2,ksi_deg33,"""Keratan Sulfate I, Degradation Product 33""",C76H125N5O62S2,-2,0.0,0.0,0,,,,,,ksi_deg33,ksi_deg33,,,,ksi_deg33,,,,MNXM8800,,,,,,,
bio/C76H126N5O59S1,ksi_deg34,"""Keratan Sulfate I, Degradation Product 34""",C76H126N5O59S1,-1,0.0,0.0,0,,,,,,ksi_deg34,ksi_deg34,,,,ksi_deg34,,,,MNXM11991,,,,,,,
bio/C68H113N4O54S1,ksi_deg35,"""Keratan Sulfate I, Degradation Product 35""",C68H113N4O54S1,-1,0.0,0.0,0,,,,,,ksi_deg35,ksi_deg35,,,,ksi_deg35,,,,MNXM8801,,,,,,,
bio/C62H103N4O49S1,ksi_deg36,"""Keratan Sulfate I, Degradation Product 36""",C62H103N4O49S1,-1,0.0,0.0,0,,,,,,ksi_deg36,ksi_deg36,,,,ksi_deg36,,,,MNXM8802,,,,,,,
bio/C62H104N4O46,ksi_deg37,"""Keratan Sulfate I, Degradation Product 37""",C62H104N4O46,0,0.0,0.0,0,,,,,,ksi_deg37,ksi_deg37,,,,ksi_deg37,,,,MNXM11992,,,,,,,
bio/C54H91N3O41,ksi_deg38,"""Keratan Sulfate I, Degradation Product 38""",C54H91N3O41,0,0.0,0.0,0,,,,,,ksi_deg38,ksi_deg38,,,,ksi_deg38,,,,MNXM8803,,,,,,,
bio/C48H81N3O36,ksi_deg39,"""Keratan Sulfate I, Degradation Product 39""",C48H81N3O36,0,0.0,0.0,0,,,,,,ksi_deg39,ksi_deg39,,,,ksi_deg39,,,,MNXM11993,,,,,,,
bio/C222H355N15O197S12,ksi_deg4,"""Keratan Sulfate I, Degradation Product 4""",C222H355N15O197S12,-12,0.0,0.0,0,,,,,,ksi_deg4,ksi_deg4,,,,ksi_deg4,,,,MNXM11994,,,,,,,
bio/C40H68N2O31,ksi_deg40,"""Keratan Sulfate I, Degradation Product 40""",C40H68N2O31,0,0.0,0.0,0,,,,,,ksi_deg40,ksi_deg40,,,,ksi_deg40,,,,MNXM11995,,,,,,,
bio/C34H58N2O26,ksi_deg41,"""Keratan Sulfate I, Degradation Product 41""",C34H58N2O26,0,0.0,0.0,0,,,,,,ksi_deg41,ksi_deg41,,,,ksi_deg41,,,,MNXM11996,,,,,,,
bio/C222H356N15O194S11,ksi_deg5,"""Keratan Sulfate I, Degradation Product 5""",C222H356N15O194S11,-11,0.0,0.0,0,,,,,,ksi_deg5,ksi_deg5,,,,ksi_deg5,,,,MNXM11997,,,,,,,
bio/C210H336N15O184S11,ksi_deg6,"""Keratan Sulfate I, Degradation Product 6""",C210H336N15O184S11,-11,0.0,0.0,0,,,,,,ksi_deg6,ksi_deg6,,,,ksi_deg6,,,,MNXM8804,,,,,,,
bio/C210H337N15O181S10,ksi_deg7,"""Keratan Sulfate I, Degradation Product 7""",C210H337N15O181S10,-10,0.0,0.0,0,,,,,,ksi_deg7,ksi_deg7,,,,ksi_deg7,,,,MNXM11998,,,,,,,
bio/C194H311N13O171S10,ksi_deg8,"""Keratan Sulfate I, Degradation Product 8""",C194H311N13O171S10,-10,0.0,0.0,0,,,,,,ksi_deg8,ksi_deg8,,,,ksi_deg8,,,,MNXM8805,,,,,,,
bio/C188H301N13O166S10,ksi_deg9,"""Keratan Sulfate I, Degradation Product 9""",C188H301N13O166S10,-10,0.0,0.0,0,,,,,,ksi_deg9,ksi_deg9,,,,ksi_deg9,,,,MNXM8806,,,,,,,
bio/C79H129N5O57X,ksi_pre1,"""Keratan Sulfate I Biosynthesis, Precursor 1""",C79H129N5O57X,-1,0.0,0.0,0,,,,,,ksi_pre1,,,,,ksi_pre1,,,,MNXM11945,,,,,,,
